,Default,Housing,Loan,AgeGroup,Balance,Day,Duration,Campaign,Pdays,Previous,Job,MaritalStatus,Education,Contact,Month,Poutcome,Subscribed
8857,1.0,2.0,1.0,2.0,4594,4,393,11,-1,0,1.0,2.0,3.0,3.0,6.0,4.0,0
8858,1.0,2.0,1.0,2.0,5278,4,763,4,-1,0,10.0,1.0,1.0,3.0,6.0,4.0,0
8859,1.0,2.0,2.0,2.0,355,4,61,6,-1,0,6.0,1.0,1.0,3.0,6.0,4.0,0
8860,1.0,2.0,1.0,2.0,1808,4,99,4,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
8861,1.0,2.0,1.0,2.0,2514,4,85,5,-1,0,4.0,2.0,2.0,3.0,6.0,4.0,0
8862,1.0,2.0,1.0,2.0,220,4,187,2,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8863,1.0,2.0,1.0,2.0,25,4,188,2,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8864,2.0,2.0,2.0,2.0,-303,4,298,3,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8865,1.0,2.0,1.0,2.0,0,4,113,2,-1,0,7.0,1.0,3.0,3.0,6.0,4.0,0
8866,1.0,2.0,1.0,2.0,1232,4,201,2,-1,0,4.0,2.0,2.0,3.0,6.0,4.0,0
8867,1.0,2.0,2.0,2.0,128,4,264,2,-1,0,7.0,2.0,2.0,3.0,6.0,4.0,0
8868,2.0,2.0,1.0,2.0,-82,4,23,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8869,1.0,2.0,1.0,1.0,681,4,180,2,-1,0,2.0,2.0,2.0,3.0,6.0,4.0,0
8870,1.0,1.0,1.0,2.0,-147,4,95,2,-1,0,11.0,2.0,2.0,3.0,6.0,4.0,0
8871,1.0,2.0,1.0,2.0,554,4,69,1,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8872,1.0,2.0,1.0,2.0,362,4,84,2,-1,0,1.0,1.0,2.0,3.0,6.0,4.0,0
8873,1.0,2.0,1.0,2.0,510,4,324,1,-1,0,4.0,2.0,2.0,3.0,6.0,4.0,0
8874,1.0,2.0,1.0,2.0,406,4,222,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8875,1.0,2.0,1.0,2.0,518,4,608,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8876,1.0,2.0,2.0,2.0,241,4,144,1,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
8877,1.0,2.0,1.0,2.0,-227,4,298,2,-1,0,1.0,2.0,3.0,3.0,6.0,4.0,0
8878,1.0,1.0,1.0,2.0,579,4,1224,7,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
8879,1.0,2.0,1.0,2.0,138,4,173,10,-1,0,4.0,3.0,1.0,3.0,6.0,4.0,0
8880,1.0,1.0,1.0,2.0,130,4,134,2,-1,0,6.0,2.0,2.0,3.0,6.0,4.0,0
8881,1.0,2.0,1.0,2.0,391,4,245,1,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8882,1.0,2.0,1.0,2.0,201,4,121,3,-1,0,6.0,3.0,2.0,3.0,6.0,4.0,0
8883,1.0,2.0,1.0,2.0,373,4,49,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8884,1.0,2.0,1.0,2.0,419,4,1181,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,1
8885,1.0,2.0,1.0,2.0,655,4,606,2,-1,0,9.0,1.0,2.0,3.0,6.0,4.0,0
8886,1.0,2.0,2.0,2.0,-165,4,184,2,-1,0,3.0,1.0,2.0,3.0,6.0,4.0,0
8887,1.0,2.0,2.0,2.0,447,4,106,1,-1,0,7.0,2.0,2.0,3.0,6.0,4.0,0
8888,2.0,2.0,1.0,2.0,-489,4,249,2,-1,0,6.0,3.0,2.0,3.0,6.0,4.0,0
8889,1.0,2.0,1.0,2.0,437,4,908,1,-1,0,6.0,3.0,2.0,3.0,6.0,4.0,1
8890,1.0,2.0,1.0,2.0,296,4,92,2,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8891,1.0,2.0,2.0,2.0,-507,4,404,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8892,1.0,2.0,1.0,2.0,1354,4,207,4,-1,0,9.0,2.0,2.0,3.0,6.0,4.0,0
8893,1.0,2.0,1.0,2.0,950,4,135,3,-1,0,4.0,2.0,1.0,3.0,6.0,4.0,0
8894,1.0,2.0,1.0,2.0,568,4,37,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8895,1.0,2.0,1.0,2.0,160,4,141,6,-1,0,1.0,3.0,3.0,3.0,6.0,4.0,0
8896,1.0,2.0,1.0,2.0,306,4,117,1,-1,0,9.0,1.0,2.0,3.0,6.0,4.0,0
8897,1.0,2.0,1.0,2.0,1103,4,14,11,-1,0,4.0,2.0,2.0,3.0,6.0,4.0,0
8898,1.0,2.0,1.0,2.0,6,4,174,9,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8899,1.0,2.0,1.0,2.0,162,4,60,4,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8900,1.0,2.0,1.0,2.0,2892,4,235,5,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8901,1.0,2.0,1.0,2.0,-380,4,285,4,-1,0,1.0,2.0,3.0,3.0,6.0,4.0,0
8902,1.0,2.0,2.0,2.0,880,4,112,1,-1,0,4.0,3.0,2.0,3.0,6.0,4.0,0
8903,1.0,2.0,1.0,2.0,4787,4,99,2,-1,0,2.0,2.0,2.0,3.0,6.0,4.0,0
8904,1.0,2.0,1.0,2.0,4096,4,208,4,-1,0,1.0,1.0,2.0,3.0,6.0,4.0,0
8905,1.0,2.0,1.0,2.0,248,4,132,2,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
8906,1.0,2.0,1.0,2.0,312,4,151,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8907,1.0,2.0,1.0,2.0,273,4,163,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8908,1.0,2.0,1.0,2.0,311,4,135,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8909,1.0,2.0,2.0,2.0,-172,4,179,1,-1,0,6.0,3.0,2.0,3.0,6.0,4.0,0
8910,1.0,2.0,1.0,2.0,3342,4,329,4,-1,0,4.0,2.0,1.0,3.0,6.0,4.0,0
8911,1.0,2.0,1.0,2.0,113,4,126,1,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
8912,1.0,2.0,1.0,2.0,-97,4,126,2,-1,0,7.0,2.0,2.0,3.0,6.0,4.0,0
8913,1.0,2.0,1.0,2.0,454,4,119,1,-1,0,6.0,1.0,2.0,3.0,6.0,4.0,0
8914,1.0,2.0,1.0,2.0,1118,4,209,2,-1,0,2.0,2.0,3.0,3.0,6.0,4.0,0
8915,1.0,2.0,2.0,2.0,3423,4,192,6,-1,0,6.0,3.0,2.0,3.0,6.0,4.0,0
8916,1.0,2.0,2.0,2.0,710,4,341,2,-1,0,6.0,2.0,2.0,3.0,6.0,4.0,0
8917,1.0,2.0,1.0,2.0,226,4,17,13,-1,0,4.0,1.0,4.0,3.0,6.0,4.0,0
8918,1.0,1.0,1.0,2.0,203,4,167,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8919,1.0,2.0,1.0,2.0,717,4,152,6,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
8920,1.0,2.0,1.0,2.0,138,4,84,3,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8921,1.0,2.0,1.0,2.0,217,4,341,4,-1,0,6.0,1.0,2.0,3.0,6.0,4.0,0
8922,1.0,2.0,1.0,2.0,934,4,244,2,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8923,1.0,2.0,2.0,2.0,2671,4,423,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8924,1.0,2.0,1.0,1.0,500,4,111,3,-1,0,7.0,2.0,2.0,3.0,6.0,4.0,0
8925,1.0,2.0,1.0,2.0,42,4,170,3,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8926,1.0,2.0,1.0,2.0,200,4,87,2,-1,0,11.0,2.0,2.0,3.0,6.0,4.0,0
8927,1.0,2.0,1.0,2.0,1450,4,227,2,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
8928,1.0,2.0,1.0,2.0,1014,4,34,2,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
8929,1.0,2.0,1.0,2.0,735,4,130,3,-1,0,4.0,2.0,2.0,3.0,6.0,4.0,0
8930,1.0,2.0,1.0,2.0,356,4,169,2,-1,0,4.0,1.0,4.0,3.0,6.0,4.0,0
8931,1.0,2.0,1.0,2.0,2957,4,392,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8932,1.0,2.0,1.0,2.0,250,4,46,16,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8933,1.0,2.0,1.0,2.0,266,4,39,2,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8934,1.0,2.0,1.0,2.0,1577,4,282,15,-1,0,6.0,1.0,2.0,3.0,6.0,4.0,0
8935,1.0,2.0,1.0,2.0,0,4,112,4,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8936,1.0,2.0,1.0,2.0,36,4,36,4,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8937,1.0,2.0,1.0,2.0,68,4,69,4,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
8938,1.0,2.0,1.0,2.0,0,4,299,2,-1,0,4.0,2.0,1.0,3.0,6.0,4.0,0
8939,1.0,1.0,2.0,2.0,1049,4,80,6,-1,0,6.0,3.0,2.0,3.0,6.0,4.0,0
8940,1.0,2.0,1.0,2.0,553,4,729,2,-1,0,4.0,1.0,4.0,3.0,6.0,4.0,0
8941,1.0,2.0,1.0,2.0,0,4,389,5,-1,0,7.0,3.0,2.0,3.0,6.0,4.0,0
8942,1.0,2.0,1.0,2.0,1790,4,229,6,-1,0,4.0,2.0,1.0,3.0,6.0,4.0,0
8943,1.0,2.0,1.0,2.0,104,4,624,2,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8944,1.0,2.0,2.0,2.0,127,4,165,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8945,1.0,2.0,1.0,2.0,1913,4,216,2,-1,0,7.0,2.0,2.0,3.0,6.0,4.0,0
8946,1.0,2.0,1.0,1.0,933,4,122,1,-1,0,1.0,2.0,3.0,3.0,6.0,4.0,0
8947,1.0,2.0,1.0,2.0,201,4,172,2,-1,0,7.0,2.0,2.0,3.0,6.0,4.0,0
8948,1.0,2.0,1.0,2.0,759,4,79,10,-1,0,3.0,1.0,1.0,3.0,6.0,4.0,0
8949,1.0,2.0,1.0,2.0,244,4,702,2,-1,0,9.0,2.0,2.0,3.0,6.0,4.0,0
8950,1.0,1.0,1.0,2.0,87,4,65,10,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8951,1.0,2.0,1.0,2.0,-167,4,361,1,-1,0,4.0,2.0,2.0,3.0,6.0,4.0,0
8952,1.0,2.0,1.0,2.0,625,4,140,2,-1,0,2.0,1.0,2.0,3.0,6.0,4.0,0
8953,1.0,2.0,1.0,2.0,-159,4,382,3,-1,0,4.0,3.0,2.0,3.0,6.0,4.0,0
8954,1.0,2.0,1.0,2.0,350,4,128,1,-1,0,1.0,3.0,3.0,3.0,6.0,4.0,0
8955,1.0,1.0,1.0,2.0,255,4,175,1,-1,0,4.0,2.0,2.0,3.0,6.0,4.0,0
8956,1.0,2.0,1.0,2.0,-74,4,147,1,-1,0,7.0,2.0,2.0,3.0,6.0,4.0,0
8957,1.0,2.0,2.0,2.0,944,4,292,1,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
8958,1.0,2.0,1.0,2.0,705,4,235,1,-1,0,6.0,2.0,2.0,3.0,6.0,4.0,0
8959,1.0,2.0,1.0,2.0,720,4,156,1,-1,0,4.0,3.0,2.0,3.0,6.0,4.0,0
8960,1.0,2.0,1.0,2.0,941,4,570,11,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
8961,2.0,2.0,2.0,2.0,0,5,399,3,-1,0,8.0,1.0,3.0,3.0,6.0,4.0,0
8962,1.0,1.0,1.0,2.0,531,5,222,1,-1,0,6.0,1.0,2.0,3.0,6.0,4.0,0
8963,1.0,1.0,1.0,2.0,7454,5,243,1,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
8964,1.0,1.0,2.0,2.0,62,5,243,1,-1,0,2.0,1.0,2.0,3.0,6.0,4.0,0
8965,1.0,1.0,1.0,2.0,0,5,38,1,-1,0,12.0,1.0,3.0,3.0,6.0,4.0,0
8966,1.0,1.0,2.0,2.0,182,5,379,1,-1,0,8.0,1.0,3.0,3.0,6.0,4.0,0
8967,1.0,1.0,1.0,2.0,0,5,307,1,-1,0,10.0,1.0,1.0,3.0,6.0,4.0,0
8968,1.0,1.0,1.0,2.0,5,5,178,1,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
8969,1.0,1.0,1.0,2.0,135,5,308,1,-1,0,6.0,2.0,2.0,3.0,6.0,4.0,0
8970,1.0,1.0,1.0,2.0,0,5,27,1,-1,0,5.0,3.0,1.0,3.0,6.0,4.0,0
8971,1.0,1.0,1.0,2.0,356,5,80,1,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
8972,1.0,2.0,2.0,2.0,314,5,75,1,-1,0,2.0,1.0,1.0,3.0,6.0,4.0,0
8973,1.0,1.0,1.0,2.0,395,5,168,1,-1,0,6.0,1.0,2.0,3.0,6.0,4.0,0
8974,1.0,1.0,1.0,2.0,1630,5,160,1,-1,0,5.0,1.0,2.0,3.0,6.0,4.0,0
8975,1.0,1.0,2.0,2.0,-491,5,179,1,-1,0,4.0,2.0,1.0,3.0,6.0,4.0,0
8976,1.0,1.0,1.0,2.0,705,5,504,1,-1,0,9.0,1.0,1.0,3.0,6.0,4.0,1
8977,1.0,1.0,1.0,2.0,344,5,25,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8978,1.0,1.0,2.0,2.0,198,5,49,1,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
8979,1.0,1.0,1.0,2.0,9121,5,147,1,-1,0,2.0,1.0,2.0,3.0,6.0,4.0,0
8980,2.0,2.0,2.0,2.0,11,5,83,3,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
8981,1.0,1.0,1.0,2.0,1944,5,773,1,-1,0,4.0,1.0,4.0,3.0,6.0,4.0,0
8982,1.0,2.0,1.0,2.0,835,5,135,1,-1,0,6.0,1.0,2.0,3.0,6.0,4.0,0
8983,1.0,1.0,1.0,2.0,882,5,169,1,-1,0,9.0,1.0,1.0,3.0,6.0,4.0,0
8984,2.0,1.0,1.0,2.0,-250,5,104,1,-1,0,3.0,1.0,3.0,3.0,6.0,4.0,0
8985,1.0,2.0,1.0,2.0,1240,5,400,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8986,1.0,1.0,1.0,2.0,1903,5,827,1,-1,0,10.0,1.0,1.0,3.0,6.0,4.0,0
8987,1.0,1.0,1.0,2.0,119,5,112,2,-1,0,1.0,3.0,3.0,3.0,6.0,4.0,0
8988,1.0,1.0,1.0,2.0,0,5,124,1,-1,0,3.0,3.0,3.0,3.0,6.0,4.0,0
8989,1.0,1.0,1.0,2.0,0,5,56,1,-1,0,6.0,3.0,2.0,3.0,6.0,4.0,0
8990,1.0,1.0,2.0,2.0,0,5,124,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8991,1.0,2.0,1.0,2.0,1365,5,224,1,-1,0,1.0,1.0,1.0,3.0,6.0,4.0,0
8992,1.0,1.0,2.0,2.0,-3,5,172,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
8993,1.0,1.0,1.0,2.0,1574,5,636,1,-1,0,1.0,1.0,2.0,3.0,6.0,4.0,0
8994,1.0,2.0,1.0,2.0,153,5,40,1,-1,0,8.0,1.0,2.0,3.0,6.0,4.0,0
8995,1.0,1.0,1.0,2.0,848,5,63,1,-1,0,6.0,2.0,2.0,3.0,6.0,4.0,0
8996,1.0,1.0,1.0,2.0,56,5,396,1,-1,0,5.0,1.0,2.0,3.0,6.0,4.0,0
8997,2.0,2.0,2.0,2.0,325,5,487,1,-1,0,2.0,3.0,2.0,3.0,6.0,4.0,0
8998,1.0,2.0,1.0,2.0,-222,5,221,1,-1,0,1.0,2.0,3.0,3.0,6.0,4.0,0
8999,1.0,1.0,2.0,2.0,261,5,222,1,-1,0,2.0,1.0,2.0,3.0,6.0,4.0,0
9000,1.0,1.0,1.0,2.0,0,5,78,1,-1,0,6.0,1.0,2.0,3.0,6.0,4.0,0
9001,1.0,1.0,1.0,2.0,488,5,92,1,-1,0,2.0,1.0,2.0,3.0,6.0,4.0,0
9002,1.0,1.0,1.0,2.0,3940,5,48,2,-1,0,12.0,1.0,4.0,3.0,6.0,4.0,0
9003,1.0,1.0,1.0,2.0,9824,5,69,1,-1,0,3.0,1.0,3.0,3.0,6.0,4.0,0
9004,1.0,2.0,1.0,2.0,257,5,333,2,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
9005,1.0,2.0,2.0,2.0,-640,5,78,6,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
9006,1.0,1.0,1.0,2.0,0,5,131,1,-1,0,1.0,1.0,4.0,3.0,6.0,4.0,0
9007,1.0,2.0,1.0,2.0,883,5,170,1,-1,0,2.0,1.0,1.0,3.0,6.0,4.0,0
9008,1.0,1.0,1.0,2.0,8251,5,397,1,-1,0,12.0,1.0,1.0,3.0,6.0,4.0,0
9009,1.0,2.0,1.0,2.0,1910,5,41,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
9010,1.0,1.0,1.0,2.0,1649,5,93,1,-1,0,12.0,3.0,4.0,3.0,6.0,4.0,0
9011,1.0,1.0,1.0,2.0,1772,5,208,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,1
9012,1.0,1.0,2.0,2.0,590,5,133,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
9013,1.0,1.0,1.0,2.0,0,5,133,1,-1,0,7.0,2.0,2.0,3.0,6.0,4.0,0
9014,1.0,2.0,1.0,2.0,4209,5,57,6,-1,0,6.0,1.0,2.0,3.0,6.0,4.0,0
9015,1.0,1.0,1.0,2.0,561,5,21,1,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
9016,1.0,1.0,1.0,2.0,2800,5,47,1,-1,0,2.0,2.0,3.0,3.0,6.0,4.0,0
9017,1.0,1.0,1.0,2.0,1619,5,89,1,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
9018,1.0,2.0,2.0,2.0,2281,5,163,1,-1,0,6.0,1.0,1.0,3.0,6.0,4.0,0
9019,1.0,1.0,1.0,2.0,522,5,86,1,-1,0,10.0,1.0,1.0,3.0,6.0,4.0,0
9020,1.0,2.0,1.0,2.0,2551,5,142,2,-1,0,3.0,1.0,2.0,3.0,6.0,4.0,0
9021,1.0,2.0,1.0,2.0,150,5,492,2,-1,0,4.0,2.0,2.0,3.0,6.0,4.0,0
9022,1.0,2.0,1.0,2.0,440,5,327,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
9023,1.0,1.0,2.0,2.0,213,5,323,1,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
9024,2.0,1.0,2.0,2.0,0,5,189,1,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
9025,1.0,1.0,1.0,2.0,0,5,812,1,-1,0,5.0,1.0,2.0,3.0,6.0,4.0,1
9026,1.0,2.0,1.0,2.0,282,5,99,2,-1,0,5.0,3.0,2.0,3.0,6.0,4.0,0
9027,1.0,2.0,1.0,2.0,-97,5,135,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
9028,1.0,1.0,1.0,2.0,0,5,428,1,-1,0,7.0,3.0,2.0,3.0,6.0,4.0,0
9029,1.0,2.0,2.0,2.0,296,5,169,1,-1,0,2.0,1.0,2.0,3.0,6.0,4.0,0
9030,1.0,2.0,1.0,2.0,151,5,202,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
9031,1.0,1.0,1.0,2.0,1037,5,271,1,-1,0,4.0,3.0,2.0,3.0,6.0,4.0,0
9032,1.0,1.0,1.0,2.0,2132,5,232,1,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
9033,1.0,1.0,1.0,2.0,125,5,56,1,-1,0,8.0,2.0,2.0,3.0,6.0,4.0,0
9034,1.0,1.0,1.0,2.0,1340,5,175,1,-1,0,10.0,1.0,1.0,3.0,6.0,4.0,0
9035,1.0,1.0,1.0,2.0,67,5,67,1,-1,0,2.0,1.0,1.0,3.0,6.0,4.0,0
9036,1.0,2.0,1.0,1.0,2673,5,81,2,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
9037,1.0,1.0,1.0,2.0,382,5,1167,1,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
9038,1.0,1.0,1.0,2.0,6536,5,647,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
9039,1.0,1.0,1.0,2.0,533,5,74,1,-1,0,2.0,1.0,2.0,3.0,6.0,4.0,0
9040,1.0,2.0,1.0,2.0,-88,5,910,2,-1,0,5.0,3.0,1.0,3.0,6.0,4.0,1
9041,1.0,1.0,1.0,2.0,0,5,65,2,-1,0,1.0,1.0,2.0,3.0,6.0,4.0,0
9042,1.0,1.0,1.0,2.0,13,5,21,1,-1,0,6.0,2.0,4.0,3.0,6.0,4.0,0
9043,1.0,1.0,1.0,2.0,3458,5,292,1,-1,0,5.0,2.0,2.0,3.0,6.0,4.0,0
9044,1.0,1.0,1.0,2.0,0,5,1446,1,-1,0,3.0,1.0,2.0,3.0,6.0,4.0,1
9045,1.0,1.0,1.0,2.0,8590,5,85,1,-1,0,5.0,1.0,2.0,3.0,6.0,4.0,0
9046,1.0,1.0,1.0,2.0,2946,5,60,1,-1,0,9.0,1.0,1.0,3.0,6.0,4.0,0
9047,1.0,1.0,1.0,2.0,14363,5,132,1,-1,0,10.0,1.0,2.0,3.0,6.0,4.0,0
9048,1.0,1.0,1.0,2.0,443,5,60,1,-1,0,10.0,1.0,3.0,3.0,6.0,4.0,0
9049,1.0,1.0,1.0,2.0,853,5,1149,2,-1,0,3.0,1.0,3.0,3.0,6.0,4.0,1
9050,1.0,1.0,1.0,2.0,41,5,179,1,-1,0,1.0,3.0,3.0,3.0,6.0,4.0,0
9051,1.0,2.0,2.0,2.0,313,5,67,2,-1,0,4.0,2.0,2.0,3.0,6.0,4.0,0
9052,1.0,2.0,2.0,2.0,682,5,166,2,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
9053,1.0,1.0,1.0,2.0,219,5,133,1,-1,0,5.0,3.0,2.0,3.0,6.0,4.0,0
9054,1.0,2.0,1.0,2.0,540,5,124,2,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
9055,1.0,1.0,2.0,2.0,4046,5,331,1,-1,0,1.0,1.0,2.0,3.0,6.0,4.0,0
9056,1.0,1.0,1.0,2.0,0,5,174,1,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
9057,1.0,2.0,1.0,2.0,2790,5,190,1,-1,0,6.0,2.0,2.0,3.0,6.0,4.0,0
9058,1.0,1.0,1.0,2.0,0,5,409,1,-1,0,12.0,2.0,4.0,3.0,6.0,4.0,0
9059,1.0,1.0,2.0,2.0,1218,5,145,1,-1,0,5.0,3.0,3.0,3.0,6.0,4.0,0
9060,1.0,1.0,1.0,2.0,1007,5,139,1,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
9061,1.0,1.0,1.0,2.0,419,5,420,1,-1,0,4.0,1.0,4.0,3.0,6.0,4.0,0
9062,1.0,2.0,1.0,2.0,144,5,247,2,-1,0,8.0,1.0,3.0,3.0,6.0,4.0,0
9063,1.0,1.0,1.0,2.0,60,5,90,1,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
9064,1.0,2.0,2.0,2.0,421,5,52,1,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
9065,1.0,2.0,1.0,2.0,681,5,170,1,-1,0,2.0,2.0,2.0,3.0,6.0,4.0,0
9066,1.0,1.0,1.0,2.0,244,5,70,1,-1,0,7.0,2.0,2.0,3.0,6.0,4.0,0
9067,1.0,1.0,1.0,2.0,3503,5,89,1,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
9068,1.0,1.0,1.0,2.0,15442,5,91,1,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
9069,1.0,1.0,1.0,2.0,240,5,1123,1,-1,0,1.0,2.0,3.0,3.0,6.0,4.0,1
9070,1.0,1.0,1.0,2.0,0,5,39,1,-1,0,4.0,2.0,1.0,3.0,6.0,4.0,0
9071,1.0,1.0,2.0,2.0,983,5,225,1,-1,0,3.0,1.0,4.0,3.0,6.0,4.0,0
9072,1.0,1.0,1.0,2.0,743,5,36,2,-1,0,1.0,3.0,3.0,3.0,6.0,4.0,0
9073,1.0,1.0,1.0,2.0,89,5,287,1,-1,0,2.0,1.0,2.0,3.0,6.0,4.0,0
9074,1.0,1.0,2.0,2.0,3587,5,118,2,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
9075,1.0,2.0,1.0,2.0,1401,5,627,1,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
9076,1.0,1.0,1.0,2.0,9397,5,428,1,-1,0,5.0,1.0,3.0,3.0,6.0,4.0,0
9077,1.0,1.0,2.0,2.0,-119,5,104,2,-1,0,7.0,1.0,2.0,3.0,6.0,4.0,0
9078,1.0,2.0,1.0,2.0,1648,5,166,2,-1,0,9.0,2.0,1.0,3.0,6.0,4.0,0
9079,1.0,1.0,2.0,2.0,13360,5,264,1,-1,0,1.0,1.0,3.0,3.0,6.0,4.0,0
9080,1.0,2.0,1.0,2.0,641,5,42,1,-1,0,6.0,1.0,2.0,3.0,6.0,4.0,0
9081,1.0,1.0,1.0,2.0,2424,5,452,1,-1,0,10.0,1.0,3.0,3.0,6.0,4.0,0
9082,1.0,1.0,1.0,2.0,14,5,22,1,-1,0,3.0,3.0,2.0,3.0,6.0,4.0,0
9083,1.0,1.0,1.0,2.0,0,5,272,1,-1,0,5.0,1.0,1.0,3.0,6.0,4.0,0
9084,1.0,1.0,1.0,2.0,982,5,152,1,-1,0,1.0,3.0,3.0,3.0,6.0,4.0,0
9085,1.0,2.0,1.0,2.0,1779,5,85,2,-1,0,4.0,1.0,2.0,3.0,6.0,4.0,0
9086,1.0,1.0,1.0,2.0,0,5,247,1,-1,0,10.0,2.0,1.0,3.0,6.0,4.0,0
9087,1.0,2.0,1.0,2.0,849,5,508,2,-1,0,6.0,2.0,2.0,3.0,6.0,4.0,1
9088,1.0,1.0,1.0,2.0,206,5,315,1,-1,0,4.0,1.0,1.0,3.0,6.0,4.0,0
9089,1.0,2.0,1.0,2.0,25,5,109,2,-1,0,6.0,2.0,2.0,3.0,6.0,4.0,0
9090,1.0,1.0,2.0,2.0,227,5,414,1,-1,0,4.0,2.0,1.0,3.0,6.0,4.0,0
9091,1.0,2.0,1.0,2.0,67,5,202,1,-1,0,7.0,1.0,4.0,3.0,6.0,4.0,0
9092,1.0,1.0,1.0,2.0,420,5,107,1,-1,0,5.0,1.0,1.0,3.0,6.0,4.0,0
9093,1.0,1.0,1.0,2.0,1316,5,285,1,-1,0,12.0,2.0,4.0,3.0,6.0,4.0,0
9094,1.0,2.0,1.0,2.0,1,5,290,1,-1,0,2.0,3.0,2.0,3.0,6.0,4.0,0
