,Decile1stYear,Decile3rdYear,LSAT,UndergradGPA,FirstYearGPA,CumulativeGPA,WorkFullTime,FamilyIncome,Sex,Tier,Race,BarExam
5476,10,8,42.0,2.2,1.48,0.66,2,3,1.0,4,2,1
5477,6,5,31.0,2.2,0.18,-0.11,1,2,1.0,1,2,1
5478,2,6,28.0,2.2,-0.65,0.11,1,4,1.0,1,2,1
5479,7,7,34.0,2.2,0.38,0.41,1,3,2.0,4,1,1
5480,1,4,33.0,2.2,-1.41,-0.55,1,4,2.0,1,2,1
5481,2,6,28.0,2.2,-0.79,0.07,1,3,1.0,3,2,1
5482,5,6,34.0,2.2,-0.11,0.04,1,2,2.0,5,2,1
5483,3,5,40.0,2.2,-0.68,-0.14,1,3,1.0,3,1,1
5484,4,2,44.0,2.2,-0.29,-0.89,1,3,1.0,3,1,0
5485,2,1,47.0,2.2,-0.86,-1.99,1,4,2.0,3,1,1
5486,10,10,42.0,2.2,1.88,1.35,1,4,1.0,3,1,1
5487,2,2,32.0,2.2,-0.91,-1.31,1,2,1.0,1,2,0
5488,3,3,31.0,2.2,-0.63,-0.74,1,3,1.0,4,1,1
5489,3,1,26.0,2.2,-0.67,-1.72,1,3,1.0,4,1,1
5490,2,1,40.0,2.2,-1.09,-1.83,1,4,1.0,4,2,1
5491,6,5,32.0,2.2,0.2,-0.06,1,3,2.0,3,2,1
5492,5,4,34.0,2.2,-0.14,-0.44,1,5,1.0,2,1,1
5493,2,2,29.0,2.2,-1.02,-1.1,1,4,2.0,5,2,1
5494,10,7,40.0,2.2,1.91,0.35,1,3,1.0,5,1,1
5495,3,3,36.0,2.2,-0.69,-0.83,1,3,1.0,3,1,1
5496,2,4,22.0,2.2,-0.67,-0.57,1,4,1.0,1,1,1
5497,5,5,38.0,2.2,-0.06,-0.05,1,5,1.0,3,1,1
5498,8,8,43.0,2.2,0.63,0.86,1,4,2.0,2,1,1
5499,2,2,33.0,2.2,-1.05,-1.07,1,1,1.0,3,2,1
5500,3,4,35.0,2.2,-0.42,-0.55,1,4,1.0,1,1,1
5501,10,10,38.0,2.2,1.93,1.44,1,3,1.0,3,2,1
5502,7,8,44.0,2.2,0.58,0.56,1,4,2.0,4,1,1
5503,5,5,40.0,2.2,0.04,-0.12,1,1,1.0,2,1,1
5504,3,5,34.0,2.2,-0.54,-0.23,2,3,1.0,2,1,1
5505,1,1,33.0,2.2,-1.93,-2.43,1,4,1.0,4,1,1
5506,2,1,19.0,2.2,-1.03,-1.32,1,3,1.0,2,1,0
5507,6,7,36.0,2.2,0.26,0.27,1,4,1.0,1,1,1
5508,3,4,31.0,2.2,-0.48,-0.45,1,2,2.0,1,2,0
5509,5,3,43.0,2.2,-0.08,-0.56,2,4,1.0,3,1,1
5510,6,3,45.0,2.2,0.12,-0.78,1,5,1.0,3,1,1
5511,1,1,22.5,2.2,-1.57,-1.65,1,5,2.0,3,1,0
5512,2,1,26.5,2.2,-0.94,-1.43,2,2,2.0,3,2,1
5513,8,9,20.0,2.2,0.89,1.25,1,3,2.0,1,2,1
5514,7,2,48.0,2.2,0.41,-0.98,1,5,1.0,4,1,1
5515,1,1,28.0,2.2,-2.31,-2.24,1,3,2.0,3,2,1
5516,7,6,32.0,2.2,0.56,-0.03,1,4,1.0,1,1,1
5517,9,8,41.0,2.2,1.16,0.65,1,3,1.0,3,1,1
5518,8,8,23.0,2.2,0.89,0.71,1,5,1.0,1,2,1
5519,5,3,39.0,2.2,0.03,-0.62,1,4,1.0,3,1,1
5520,4,4,35.0,2.2,-0.26,-0.41,1,3,1.0,2,1,1
5521,7,6,39.0,2.2,0.43,0.18,1,3,1.0,2,1,1
5522,5,5,37.0,2.2,0.02,-0.24,1,4,1.0,3,1,1
5523,8,8,45.0,2.2,0.86,0.74,1,3,1.0,4,1,1
5524,4,3,36.5,2.2,-0.27,-0.82,2,4,2.0,3,1,1
5525,3,3,35.0,2.2,-0.65,-0.83,1,3,1.0,2,1,0
5526,1,1,25.5,2.2,-2.14,-1.45,1,4,2.0,3,2,0
5527,2,1,37.0,2.2,-0.8,-1.42,1,4,2.0,3,1,1
5528,1,4,22.7,2.2,-1.17,-0.3,2,4,1.0,3,1,0
5529,2,2,42.0,2.2,-1.03,-0.95,1,4,1.0,3,1,1
5530,5,4,40.0,2.2,-0.16,-0.4,1,4,1.0,3,1,1
5531,6,4,37.0,2.2,0.12,-0.42,1,4,1.0,4,1,1
5532,1,1,30.5,2.2,-1.97,-1.88,1,4,2.0,4,1,0
5533,7,6,37.0,2.2,0.39,-0.04,1,4,1.0,2,2,1
5534,9,6,37.0,2.2,1.0,0.11,1,4,1.0,4,2,1
5535,9,9,26.7,2.2,1.24,0.92,1,3,1.0,1,1,1
5536,8,8,37.0,2.2,0.85,0.57,2,2,1.0,3,1,1
5537,1,1,32.0,2.2,-1.74,-2.05,1,4,1.0,3,2,1
5538,4,1,41.0,2.2,-0.32,-1.57,1,5,2.0,3,1,1
5539,6,3,36.0,2.2,0.15,-0.87,1,3,1.0,2,1,1
5540,3,2,36.0,2.2,-0.55,-1.05,1,3,2.0,1,2,1
5541,4,6,35.0,2.2,-0.3,0.13,1,3,2.0,3,2,1
5542,5,3,31.0,2.2,0.05,-0.76,1,2,1.0,4,2,1
5543,8,8,43.0,2.2,0.83,0.62,1,5,1.0,6,1,1
5544,3,4,31.0,2.2,-0.46,-0.42,1,3,1.0,3,1,1
5545,2,1,22.0,2.2,-0.79,-1.51,1,3,2.0,1,2,1
5546,4,5,34.0,2.2,-0.09,-0.26,1,3,2.0,1,2,1
5547,10,10,39.0,2.2,1.72,1.63,1,4,2.0,1,2,1
5548,6,5,31.0,2.2,0.14,-0.23,1,4,1.0,3,2,1
5549,1,1,40.0,2.2,-1.65,-2.15,1,1,1.0,5,2,0
5550,5,5,35.0,2.2,-0.1,-0.03,1,4,1.0,3,1,1
5551,8,7,38.0,2.2,0.57,0.49,1,4,1.0,3,2,1
5552,4,5,33.0,2.2,-0.33,-0.12,1,3,2.0,3,1,1
5553,10,9,39.0,2.2,1.82,0.99,1,5,1.0,3,2,1
5554,3,3,36.0,2.2,-0.47,-0.79,1,4,1.0,1,2,1
5555,1,1,37.0,2.2,-1.87,-2.09,1,4,1.0,4,2,1
5556,8,9,39.5,2.2,0.65,1.04,1,3,1.0,3,1,1
5557,2,1,22.5,2.2,-0.91,-1.31,1,2,1.0,3,2,0
5558,5,6,34.0,2.2,-0.12,0.1,1,3,1.0,2,1,1
5559,8,7,33.0,2.2,0.68,0.38,1,4,1.0,3,1,1
5560,3,3,31.5,2.2,-0.51,-0.57,1,2,1.0,4,2,1
5561,3,1,35.0,2.2,-0.58,-1.34,1,4,2.0,2,1,0
5562,2,2,45.0,2.2,-0.81,-0.94,1,4,1.0,3,1,1
5563,6,7,29.5,2.2,0.1,0.21,1,4,1.0,2,1,1
5564,1,4,37.0,2.2,-1.95,-0.48,2,3,1.0,5,1,1
5565,9,8,39.0,2.2,1.18,0.65,1,3,1.0,3,1,1
5566,4,4,28.5,2.2,-0.31,-0.45,1,3,2.0,1,2,0
5567,10,10,43.0,2.2,1.62,1.71,1,4,2.0,5,1,1
5568,8,7,39.0,2.2,0.58,0.41,1,3,1.0,3,2,1
5569,1,1,27.0,2.2,-1.81,-1.68,1,5,1.0,3,1,1
5570,8,1,35.0,2.2,0.63,-1.84,1,4,1.0,3,1,1
5571,3,4,46.0,2.2,-0.45,-0.49,1,3,1.0,2,1,1
5572,6,9,34.0,2.2,0.16,0.94,1,4,1.0,2,1,1
5573,3,2,30.0,2.2,-0.43,-0.91,1,1,2.0,1,1,1
5574,7,7,27.7,2.2,0.56,0.32,1,3,1.0,1,2,1
5575,6,4,20.7,2.2,0.25,-0.4,1,4,2.0,1,2,1
5576,9,10,40.0,2.2,1.04,1.41,1,3,1.0,4,1,1
5577,2,1,36.0,2.2,-1.06,-1.85,1,1,1.0,4,2,0
5578,3,2,28.0,2.2,-0.66,-0.89,1,4,2.0,3,1,1
5579,1,1,36.0,2.2,-1.57,-1.61,1,3,2.0,5,2,1
5580,7,9,35.0,2.2,0.36,1.0,1,4,1.0,3,1,1
5581,6,1,31.0,2.2,0.21,-1.54,1,4,1.0,1,2,0
5582,3,1,20.3,2.2,-0.4,-1.91,1,4,2.0,1,2,0
5583,3,4,33.5,2.2,-0.68,-0.38,1,3,1.0,3,1,1
5584,1,1,21.0,2.2,-1.72,-1.74,1,2,1.0,4,2,0
5585,8,2,36.0,2.2,0.81,-0.95,1,2,1.0,3,2,1
5586,2,3,35.0,3.2,-0.92,-0.72,1,4,1.0,2,1,0
5587,2,3,32.5,3.2,-0.76,-0.56,1,4,2.0,5,1,1
5588,8,8,40.0,3.2,0.82,0.72,1,5,1.0,4,1,1
5589,5,5,41.0,3.2,-0.16,-0.19,1,5,1.0,6,1,1
5590,6,8,34.0,3.2,0.16,0.63,1,4,2.0,3,1,1
5591,2,1,38.0,3.2,-0.98,-1.72,1,4,2.0,4,1,1
5592,3,3,37.0,3.2,-0.65,-0.59,1,3,2.0,4,1,1
5593,7,8,41.5,3.2,0.43,0.73,1,3,2.0,5,1,1
5594,4,4,40.0,3.2,-0.18,-0.39,1,4,2.0,4,1,1
5595,5,8,41.0,3.2,-0.02,0.65,1,5,1.0,3,1,1
5596,7,7,24.0,3.2,0.41,0.32,1,3,2.0,1,1,1
5597,3,4,34.0,3.2,-0.54,-0.44,1,3,1.0,2,1,1
5598,2,2,48.0,3.2,-0.84,-1.09,1,3,1.0,6,2,1
5599,4,6,33.0,3.2,-0.21,0.01,1,4,1.0,3,1,1
5600,6,7,41.0,3.2,0.19,0.45,1,4,2.0,4,1,1
5601,8,9,42.0,3.2,0.82,1.09,1,4,2.0,3,1,1
5602,2,3,35.5,3.2,-1.06,-0.7,2,4,1.0,4,1,1
5603,2,5,33.5,3.2,-0.83,-0.17,1,3,2.0,5,1,1
5604,6,6,42.0,3.2,0.08,0.02,1,4,1.0,3,1,1
5605,7,8,30.0,3.2,0.54,0.74,1,4,1.0,3,1,1
5606,9,9,35.0,3.2,1.21,1.07,1,2,1.0,2,1,1
5607,6,6,36.0,3.2,0.17,0.08,1,4,1.0,4,1,1
5608,5,6,42.0,3.2,-0.1,0.0,1,4,1.0,3,1,1
5609,2,2,30.0,3.2,-1.03,-0.99,1,3,2.0,4,1,1
5610,10,10,38.0,3.2,1.49,1.7,2,2,2.0,3,1,1
5611,8,7,34.0,3.2,0.75,0.47,1,3,1.0,3,1,1
5612,7,6,35.0,3.2,0.35,0.26,1,4,1.0,5,1,1
5613,10,10,48.0,3.2,1.55,1.67,1,4,2.0,3,1,1
5614,8,8,38.0,3.2,0.66,0.59,1,4,1.0,4,1,1
5615,1,1,32.0,3.2,-1.48,-1.65,1,4,2.0,3,1,1
5616,1,2,30.0,3.2,-1.38,-1.32,1,3,2.0,4,1,0
5617,4,4,36.0,3.2,-0.21,-0.4,1,4,1.0,5,1,1
5618,2,5,34.0,3.2,-0.92,-0.26,1,4,2.0,3,1,1
5619,5,3,39.0,3.2,0.08,-0.59,1,3,1.0,4,1,1
5620,6,6,39.0,3.2,0.27,0.28,1,2,2.0,4,1,1
5621,3,4,37.0,3.2,-0.47,-0.3,1,5,2.0,6,2,1
5622,10,10,40.5,3.2,2.09,2.36,1,4,1.0,3,1,1
5623,9,9,48.0,3.2,1.06,0.99,1,2,2.0,4,1,1
5624,3,3,36.0,3.2,-0.67,-0.82,1,4,2.0,3,1,1
5625,2,1,36.0,3.2,-0.92,-1.45,1,4,1.0,3,1,1
5626,6,5,35.0,3.2,0.15,-0.25,1,4,1.0,3,1,1
5627,3,2,25.0,3.2,-0.68,-1.24,1,4,1.0,3,1,1
5628,2,4,37.0,3.2,-0.93,-0.42,1,4,2.0,4,1,0
5629,3,5,35.0,3.2,-0.48,-0.17,1,4,2.0,5,1,1
5630,6,8,36.0,3.2,0.32,0.6,1,4,1.0,4,1,1
5631,7,7,34.0,3.2,0.33,0.27,1,4,2.0,2,1,1
5632,5,5,30.0,3.2,0.02,-0.17,1,4,1.0,3,1,1
5633,3,3,32.5,3.2,-0.7,-0.68,1,3,1.0,3,1,1
5634,1,1,21.0,3.2,-1.42,-1.51,2,2,1.0,4,2,1
5635,4,4,32.0,3.2,-0.41,-0.39,2,3,2.0,4,1,1
5636,7,8,42.0,3.2,0.58,0.74,1,4,1.0,4,1,1
5637,1,1,37.0,3.2,-1.56,-1.69,1,2,1.0,3,2,1
5638,6,7,39.0,3.2,0.21,0.38,1,3,2.0,5,2,1
5639,6,6,31.0,3.2,0.09,0.24,1,3,2.0,3,1,1
5640,8,9,33.0,3.2,0.68,1.13,1,5,2.0,3,1,1
5641,9,10,33.0,3.2,0.98,1.48,1,5,1.0,2,1,1
5642,2,1,35.0,3.2,-0.82,-1.71,1,4,2.0,4,1,1
5643,2,4,19.0,3.2,-0.7,-0.45,1,3,2.0,3,2,0
5644,6,7,33.5,3.2,0.29,0.39,1,4,2.0,3,1,1
5645,9,9,44.0,3.2,1.19,0.91,1,3,1.0,3,1,1
5646,6,7,41.0,3.2,0.13,0.46,1,4,2.0,6,1,1
5647,6,5,40.0,3.2,0.26,-0.06,1,4,1.0,3,1,1
5648,3,3,39.0,3.2,-0.52,-0.77,1,3,2.0,3,1,1
5649,4,2,34.0,3.2,-0.41,-0.98,1,4,1.0,3,1,0
5650,4,7,34.0,3.2,-0.33,0.26,1,3,2.0,5,1,1
5651,2,2,31.0,3.2,-0.82,-1.07,1,4,2.0,3,2,1
5652,2,4,41.0,3.2,-0.84,-0.48,1,4,1.0,4,1,1
5653,5,5,41.0,3.2,-0.18,-0.18,1,4,2.0,5,1,1
5654,7,7,42.0,3.2,0.33,0.31,1,4,2.0,5,1,1
5655,7,8,34.5,3.2,0.33,0.55,1,4,1.0,2,1,1
5656,4,3,34.0,3.2,-0.2,-0.88,1,5,1.0,3,1,1
5657,2,2,47.0,3.2,-1.15,-1.15,1,4,2.0,6,1,1
5658,6,3,40.0,3.2,0.08,-0.57,1,4,2.0,3,1,1
5659,5,4,36.0,3.2,-0.01,-0.34,1,3,1.0,5,1,1
5660,6,6,34.0,3.2,0.3,-0.01,2,3,2.0,3,1,1
5661,2,2,40.0,3.2,-0.78,-1.25,1,4,1.0,4,1,1
5662,4,6,44.0,3.2,-0.28,0.25,1,4,2.0,5,1,1
5663,10,10,48.0,3.2,2.06,1.8,1,3,1.0,3,1,1
5664,3,2,33.0,3.2,-0.44,-0.9,1,3,2.0,1,1,1
5665,7,8,28.0,3.2,0.51,0.6,1,4,1.0,3,1,1
5666,9,8,30.0,3.2,1.27,0.67,1,3,2.0,3,1,1
5667,1,3,35.5,3.2,-1.52,-0.78,1,2,2.0,3,1,1
5668,2,3,33.0,3.2,-0.93,-0.62,1,5,1.0,4,1,1
5669,7,6,42.0,3.2,0.37,0.27,1,4,1.0,4,1,1
5670,4,4,28.5,3.2,-0.34,-0.48,1,4,2.0,3,1,1
5671,8,5,35.0,3.2,0.57,-0.08,1,4,1.0,5,1,1
5672,5,2,40.0,3.2,-0.06,-1.09,1,3,1.0,2,1,1
5673,1,1,26.0,3.2,-2.22,-2.14,1,4,2.0,6,2,0
5674,3,3,34.0,3.2,-0.55,-0.58,1,4,2.0,4,1,1
5675,1,4,36.0,3.2,-1.56,-0.29,1,3,1.0,3,1,1
5676,8,6,30.5,3.2,0.8,0.11,1,2,2.0,2,1,1
5677,1,1,33.5,3.2,-1.4,-1.79,1,3,1.0,4,1,1
5678,2,4,36.0,3.2,-0.78,-0.54,1,3,2.0,3,1,1
5679,10,10,36.0,3.2,2.0,2.31,1,4,2.0,3,1,1
5680,5,5,37.0,3.2,-0.02,-0.14,1,4,2.0,3,1,1
5681,1,1,30.0,3.2,-1.13,-1.27,1,3,2.0,2,1,0
5682,7,6,43.0,3.2,0.49,0.16,1,4,1.0,4,2,1
5683,6,6,46.0,3.2,0.19,0.23,1,4,2.0,6,1,1
5684,4,6,44.0,3.2,-0.23,0.07,1,5,2.0,5,1,1
5685,8,6,33.0,3.2,0.6,0.17,2,2,1.0,3,1,1
5686,9,9,39.0,3.2,1.19,1.03,1,4,1.0,3,1,1
5687,1,1,32.0,3.2,-1.55,-1.51,2,3,1.0,3,1,1
5688,2,3,40.0,3.2,-0.77,-0.64,1,5,2.0,4,1,1
5689,10,6,32.0,3.2,1.46,0.15,1,5,1.0,3,1,1
5690,2,2,32.0,3.2,-0.91,-1.16,1,3,1.0,3,2,1
5691,3,2,29.0,3.2,-0.52,-1.1,1,4,1.0,3,1,1
5692,1,1,32.3,3.2,-1.51,-1.51,1,4,2.0,5,1,0
5693,5,7,39.5,3.2,0.05,0.3,1,3,2.0,3,1,1
5694,9,9,35.0,3.2,1.23,1.15,1,4,1.0,3,1,1
5695,2,2,29.5,3.2,-0.73,-1.11,1,3,1.0,3,1,1
5696,6,8,39.0,3.2,0.25,0.58,1,4,1.0,3,1,1
5697,6,6,33.5,3.2,0.16,0.11,1,4,2.0,4,1,1
5698,5,4,33.5,3.2,-0.19,-0.38,1,4,2.0,2,1,1
5699,3,6,31.0,3.2,-0.63,0.06,2,3,1.0,3,1,1
5700,5,7,42.0,3.2,0.06,0.32,1,3,1.0,4,1,1
5701,8,8,45.0,3.2,0.85,0.79,1,3,1.0,6,1,1
5702,6,2,29.0,3.2,0.19,-0.94,1,2,2.0,3,2,1
5703,1,2,37.0,3.2,-1.21,-1.22,1,4,2.0,4,1,1
5704,2,4,39.0,3.2,-0.84,-0.34,1,4,1.0,4,1,1
5705,3,1,18.0,3.2,-0.58,-1.38,1,3,2.0,1,2,0
5706,1,1,33.0,3.2,-1.61,-1.65,1,4,2.0,3,2,1
5707,3,1,28.0,3.2,-0.55,-1.37,1,3,1.0,3,2,1
5708,6,4,34.5,3.2,0.22,-0.49,1,3,1.0,2,1,1
5709,5,7,34.0,3.2,0.04,0.32,1,4,1.0,4,1,1
5710,2,5,34.0,3.2,-1.05,-0.25,1,3,1.0,3,1,1
5711,5,6,35.0,3.2,0.04,0.05,1,3,2.0,4,1,1
5712,6,6,30.0,3.2,0.24,0.23,1,4,2.0,3,1,1
5713,3,1,28.0,3.2,-0.52,-1.43,1,4,2.0,3,2,1
5714,5,8,36.0,3.2,-0.13,0.66,1,4,1.0,2,1,1
5715,5,6,39.0,3.2,0.01,0.04,1,3,1.0,3,1,1
5716,9,8,33.0,3.2,1.1,0.76,1,4,1.0,3,1,1
5717,10,10,35.0,3.2,2.08,2.03,1,4,2.0,3,1,1
5718,7,7,45.0,3.2,0.43,0.47,1,4,1.0,4,1,1
5719,3,2,39.0,3.2,-0.58,-0.91,1,2,2.0,3,1,1
5720,7,5,28.7,3.2,0.36,-0.18,1,4,1.0,2,1,1
5721,7,6,35.0,3.2,0.46,0.07,1,4,1.0,3,1,1
5722,7,8,36.0,3.2,0.51,0.66,2,2,2.0,3,1,1
5723,8,8,34.0,3.2,0.77,0.56,1,4,1.0,4,1,1
5724,7,3,26.0,3.2,0.53,-0.76,1,4,1.0,2,1,1
5725,6,6,32.0,3.2,0.11,0.18,1,3,2.0,5,2,1
5726,1,2,36.0,3.2,-1.56,-1.27,1,3,1.0,5,1,0
5727,6,5,36.0,3.2,0.25,-0.19,1,4,2.0,5,1,1
5728,3,3,35.0,3.2,-0.66,-0.75,1,2,2.0,6,2,1
5729,7,6,39.5,3.2,0.5,0.08,1,4,2.0,4,1,1
5730,4,5,40.0,3.2,-0.4,-0.04,1,4,2.0,4,2,1
5731,3,4,27.0,3.2,-0.7,-0.37,1,4,2.0,2,1,1
5732,5,4,35.0,3.2,0.0,-0.55,1,2,2.0,3,1,1
5733,8,7,33.0,3.2,0.7,0.44,1,3,2.0,4,1,1
5734,1,2,39.0,3.2,-1.3,-1.14,1,5,2.0,5,1,1
5735,6,8,37.0,3.2,0.18,0.82,1,4,1.0,4,1,1
5736,1,1,38.0,3.2,-1.55,-2.22,2,4,1.0,4,1,0
5737,9,9,39.0,3.2,1.1,1.11,1,3,1.0,4,1,1
5738,7,5,32.0,3.2,0.54,-0.21,1,4,1.0,3,1,1
5739,10,6,34.0,3.2,1.97,0.08,1,3,1.0,6,1,1
5740,1,2,33.0,3.2,-1.25,-1.17,1,4,2.0,3,1,1
5741,7,9,46.0,3.2,0.42,0.93,1,4,1.0,4,2,1
5742,4,5,46.0,3.2,-0.4,-0.12,1,4,2.0,4,1,1
5743,3,5,36.0,3.2,-0.47,-0.27,1,3,1.0,3,1,1
5744,7,9,40.0,3.2,0.43,1.16,1,4,2.0,3,1,1
5745,2,2,31.0,3.2,-1.04,-1.08,1,4,1.0,2,1,1
5746,6,5,43.0,3.2,0.26,-0.03,1,4,1.0,4,1,1
5747,2,1,30.0,3.2,-0.87,-1.33,1,3,1.0,2,1,0
5748,6,4,40.0,3.2,0.09,-0.41,1,2,1.0,5,1,1
5749,3,4,39.0,3.2,-0.71,-0.35,1,3,2.0,4,1,1
5750,5,7,37.0,3.2,0.04,0.32,2,2,1.0,3,2,1
5751,3,2,36.0,3.2,-0.72,-1.08,1,3,2.0,5,1,1
5752,2,3,30.0,3.2,-0.8,-0.7,1,3,1.0,3,1,1
5753,8,1,28.5,3.2,0.57,-1.62,1,4,2.0,3,1,1
5754,5,3,37.0,3.2,0.08,-0.63,1,3,1.0,4,1,1
5755,1,1,35.0,3.2,-2.2,-1.62,1,4,2.0,5,2,1
5756,7,9,35.5,3.2,0.32,0.94,1,4,2.0,3,1,1
5757,10,10,37.0,3.2,1.36,1.59,1,4,2.0,2,1,1
5758,4,2,40.0,3.2,-0.3,-0.89,1,4,1.0,5,1,1
5759,6,7,38.0,3.2,0.06,0.26,1,3,2.0,5,1,1
5760,10,10,35.0,3.2,1.7,1.63,1,3,1.0,3,1,1
5761,10,10,34.3,3.2,1.42,1.34,1,3,1.0,3,1,1
5762,7,4,28.0,3.2,0.36,-0.34,1,5,1.0,3,1,1
5763,2,2,41.0,3.2,-0.74,-0.96,1,4,2.0,4,1,0
5764,10,10,47.0,3.2,2.07,2.87,1,4,1.0,6,1,1
5765,6,7,39.0,3.2,0.17,0.43,1,3,1.0,3,2,1
5766,2,2,35.0,3.2,-0.9,-0.97,1,3,1.0,2,1,1
5767,2,2,38.0,3.2,-0.72,-0.89,1,5,1.0,3,1,1
5768,4,7,40.0,3.2,-0.2,0.32,1,4,1.0,4,1,1
5769,8,8,40.0,3.2,0.74,0.59,1,4,1.0,5,1,1
5770,9,8,36.0,3.2,0.96,0.77,1,3,2.0,2,1,1
5771,9,1,41.0,3.2,1.11,-2.63,1,4,2.0,5,1,1
5772,10,10,38.0,3.2,1.6,1.52,2,4,2.0,3,1,1
5773,1,1,14.5,3.2,-1.22,-1.27,1,3,2.0,2,2,0
5774,1,1,38.0,3.2,-1.24,-1.73,1,3,1.0,6,1,1
5775,5,5,30.0,3.2,-0.14,-0.32,1,4,1.0,2,1,1
5776,4,2,39.0,3.2,-0.28,-1.29,1,4,2.0,3,1,1
5777,5,5,44.0,3.2,-0.11,-0.27,1,2,1.0,3,1,1
5778,1,2,45.0,3.2,-1.66,-1.05,1,5,1.0,6,1,1
5779,5,5,37.0,3.2,-0.08,-0.06,2,3,1.0,5,1,1
5780,6,4,35.0,3.2,0.19,-0.46,2,4,2.0,3,1,1
5781,8,8,37.0,3.2,0.58,0.83,1,3,1.0,3,1,1
5782,6,6,36.0,3.2,0.2,0.17,1,2,1.0,3,1,1
5783,6,6,31.0,3.2,0.3,0.15,1,3,1.0,4,1,1
5784,2,4,37.0,3.2,-1.08,-0.52,1,3,1.0,3,1,1
5785,10,9,37.5,3.2,1.62,0.97,1,2,1.0,5,1,1
5786,2,1,44.0,3.2,-1.08,-1.33,1,5,1.0,6,1,1
5787,5,7,39.0,3.2,-0.15,0.33,1,3,1.0,3,1,1
5788,9,7,40.5,3.2,1.13,0.54,1,4,1.0,3,1,1
5789,7,7,40.0,3.2,0.44,0.54,1,4,2.0,3,1,1
5790,10,9,43.0,3.2,1.32,1.25,1,4,1.0,4,1,1
5791,10,9,45.0,3.2,1.51,1.25,1,4,2.0,3,1,1
5792,3,4,23.0,3.2,-0.56,-0.54,1,3,2.0,3,2,1
5793,4,6,37.0,3.2,-0.27,-0.02,1,3,1.0,3,1,1
5794,8,9,36.0,3.2,0.74,1.16,1,3,1.0,3,1,1
5795,5,7,45.0,3.2,-0.18,0.37,1,5,1.0,5,1,1
5796,9,9,39.0,3.2,1.19,1.06,2,3,2.0,3,1,1
5797,6,7,33.0,3.2,0.28,0.55,1,4,2.0,4,1,1
5798,4,2,33.0,3.2,-0.28,-1.05,1,4,1.0,4,1,1
5799,2,1,36.0,3.2,-0.77,-1.44,1,4,1.0,3,1,1
5800,10,9,40.0,3.2,1.4,1.24,1,4,1.0,5,1,1
5801,6,5,36.0,3.2,0.2,-0.18,1,4,1.0,3,1,1
5802,6,5,37.0,3.2,0.16,-0.18,1,4,1.0,4,1,1
5803,9,7,40.0,3.2,0.89,0.39,1,2,1.0,3,1,1
5804,4,3,31.0,3.2,-0.2,-0.63,2,3,1.0,3,1,0
5805,5,5,39.0,3.2,0.01,-0.07,1,4,1.0,3,1,1
5806,4,2,37.0,3.2,-0.39,-1.03,1,3,1.0,3,2,1
5807,8,4,34.0,3.2,0.6,-0.35,1,4,1.0,2,1,1
5808,10,10,47.0,3.2,1.92,1.68,1,3,1.0,5,1,1
5809,5,4,31.0,3.2,-0.03,-0.35,1,3,2.0,3,1,1
5810,3,4,27.0,3.2,-0.37,-0.42,1,2,2.0,1,1,1
5811,7,6,36.0,3.2,0.48,0.18,1,3,1.0,4,1,1
5812,2,4,36.0,3.2,-0.71,-0.36,1,3,1.0,3,1,1
5813,9,8,31.0,3.2,0.9,0.75,1,3,1.0,3,1,1
5814,5,4,38.0,3.2,0.0,-0.36,2,3,1.0,5,2,1
5815,9,9,44.0,3.2,1.16,0.9,1,3,2.0,3,1,1
5816,10,10,43.0,3.2,2.21,1.62,1,3,2.0,5,1,1
5817,9,10,34.0,3.2,1.22,1.33,1,4,2.0,3,1,1
5818,1,1,30.5,3.2,-1.92,-1.36,1,4,2.0,4,2,0
5819,8,8,42.0,3.2,0.82,0.77,1,3,1.0,5,1,1
5820,2,3,36.0,3.2,-0.97,-0.56,1,3,1.0,5,1,1
5821,5,4,39.0,3.2,-0.13,-0.42,1,4,1.0,3,1,1
5822,10,3,35.0,3.2,1.97,-0.75,1,5,1.0,6,1,1
5823,4,5,36.0,3.2,-0.18,-0.11,1,4,1.0,3,1,1
5824,3,5,39.0,3.2,-0.51,0.0,1,4,1.0,4,1,1
5825,2,2,32.0,3.2,-1.07,-1.16,1,1,2.0,3,1,1
5826,2,1,31.0,3.2,-0.73,-1.46,1,3,2.0,2,1,1
5827,7,5,36.0,3.2,0.28,-0.11,1,3,1.0,5,1,1
5828,9,9,36.0,3.2,1.08,1.04,1,4,1.0,4,1,1
5829,7,7,37.0,3.2,0.58,0.41,1,2,2.0,4,1,1
5830,1,1,26.0,3.2,-1.86,-2.23,1,4,1.0,3,2,1
5831,6,4,33.5,3.2,0.14,-0.36,1,4,1.0,4,2,1
5832,1,2,47.0,3.2,-1.38,-1.21,1,4,1.0,4,1,1
5833,5,2,34.0,3.2,-0.16,-1.22,2,2,2.0,5,1,1
5834,9,9,48.0,3.2,1.07,1.18,1,3,1.0,5,1,1
5835,8,3,29.0,3.2,0.7,-0.79,1,3,1.0,4,2,1
5836,8,7,35.0,3.2,0.78,0.47,1,3,2.0,1,2,1
5837,10,10,40.0,3.2,1.71,2.21,1,3,2.0,4,1,1
5838,4,5,40.0,3.2,-0.19,-0.18,1,4,1.0,6,1,1
5839,6,6,37.0,3.2,0.15,0.03,1,4,2.0,4,1,1
5840,5,4,31.5,3.2,0.04,-0.41,1,2,2.0,3,1,1
